source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Drug 419309,0,VNR,ETALPHA (1 MIKROGRAM ),19014203,RxNorm,2024-05-13,,
Drug 11946,0,VNR,MG,40028726,RxNorm,2024-05-13,,
Drug 567400,0,VNR,OVESTIN (1 MG/G ),40037935,RxNorm,2024-05-13,,
Drug 31004,0,VNR,"FENTANYL ""SANDOZ"" (25 MIKROGRAM/TIME )",40221151,RxNorm,2024-05-13,,
Drug 162397,0,VNR,"TOPIRAMAT ""ORION"" (25 MG )",742303,RxNorm,2024-05-13,,
Drug 102863,0,VNR,IMDUR (60 MG ),1383862,RxNorm,2024-05-13,,
Drug 518097,0,VNR,"LOSARTAN ""MEDICAL VALLEY"" (100 MG )",40185276,RxNorm,2024-05-13,,
Drug 117208,0,VNR,"GABAPENTIN ""BLUEFISH"" (300 MG )",19077548,RxNorm,2024-05-13,,
Drug 42997,0,VNR,"FLUTICASONPROPIONAT ""TEVA"" (50 MIKROGRAM/DOSIS )",21070053,RxNorm Extension,2024-05-13,,
Drug 28121,0,VNR,JANUMET (50 MG/1000 MG ),40866380,RxNorm Extension,2024-05-13,,
Drug 404793,0,VNR,"ENALAPRIL/HYDROCHLOROTHIAZIDE ""ORION"" (20+125 MG )",40165771,RxNorm,2024-05-13,,
Drug 566213,0,VNR,MEDANEF (10 MG ),40236419,RxNorm,2024-05-13,,
Drug 15448,0,VNR,LEVEMIR PENFILL (100 E/ML ),1516978,RxNorm,2024-05-13,,
Drug 149783,0,VNR,"FLUCONAZOL ""HEXAL"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 86011,0,VNR,DERINIK (0088 MG ),21043090,RxNorm Extension,2024-05-13,,
Drug 162863,0,VNR,"METFORMIN ""BLUEFISH"" (1000 MG )",40164897,RxNorm,2024-05-13,,
Drug 560359,0,VNR,ZOVIR (800 MG ),1703743,RxNorm,2024-05-13,,
Drug 77661,0,VNR,MEDIKINET CR (40 MG ),790126,RxNorm,2024-05-13,,
Drug 4282,0,VNR,SERETIDE (25+125 MIKROG./DOSIS ),2071140,RxNorm Extension,2024-05-13,,
Drug 427245,0,VNR,NORITREN (25 MG ),19021720,RxNorm,2024-05-13,,
Drug 408102,0,VNR,LIXIANA (60 MG ),45892860,RxNorm,2024-05-13,,
Drug 20359,0,VNR,"FLUOXETIN ""HEXAL"" (20 MG )",42480676,RxNorm Extension,2024-05-13,,
Drug 467825,0,VNR,BURINEX (1 MG ),932749,RxNorm,2024-05-13,,
Drug 562106,0,VNR,"FUSIDINSYRE ""2CARE4"" (1 % )",40755236,RxNorm Extension,2024-05-13,,
Drug 6623,0,VNR,"DICLOFENAC RAPID ""TEVA"" (50 MG )",40162307,RxNorm,2024-05-13,,
Drug 47512,0,VNR,"PAROXETIN ""ORION"" (20 MG )",35604576,RxNorm,2024-05-13,,
Drug 452530,0,VNR,"BUPRENORPHINE ""TEVA"" (5 MIKROGRAM/TIME )",40221142,RxNorm,2024-05-13,,
Drug 525931,0,VNR,"BROMHEXIN ""DAK"" (8 MG )",19030494,RxNorm,2024-05-13,,
Drug 24333,0,VNR,"MIRTAZAPIN ""ORION"" (30 MG )",725180,RxNorm,2024-05-13,,
Drug 385229,0,VNR,DIPRODERM (005 % ),40019108,RxNorm,2024-05-13,,
Drug 24336,0,VNR,"TAMSULOSIN ""TEVA"" (04 MG )",587557,RxNorm Extension,2024-05-13,,
Drug 19519,0,VNR,"MAGNESIA ""DAK"" (500 MG )",36880031,RxNorm Extension,2024-05-13,,
Drug 572016,0,VNR,DIPROSALIC (05+20 MG/G ),21128884,RxNorm Extension,2024-05-13,,
Drug 50304,0,VNR,"FLUCONAZOL ""ACCORD"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 101284,0,VNR,"OMEPRAZOL ""ACTAVIS"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 8508,0,VNR,BETNOVAT MED CHINOFORM (1 + 30 MG/G ),40018129,RxNorm,2024-05-13,,
Drug 507317,0,VNR,"FLUCONAZOL ""AUROBINDO"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 10334,0,VNR,EBIXA (10 MG ),40222834,RxNorm,2024-05-13,,
Drug 575332,0,VNR,INDIVINA (25 MG + 1 MG ),19107832,RxNorm,2024-05-13,,
Drug 130617,0,VNR,HEXACROMAN (20 MG/ML ),19115124,RxNorm,2024-05-13,,
Drug 149146,0,VNR,ORAP (1 MG ),745826,RxNorm,2024-05-13,,
Drug 135419,0,VNR,"PRAVASTATIN ""SANDOZ"" (20 MG )",40175394,RxNorm,2024-05-13,,
Drug 408724,0,VNR,DIPRODERM (005% ),40019139,RxNorm,2024-05-13,,
Drug 58939,0,VNR,"METHYLPHENIDATE ""MYLAN"" (36 MG )",964277,RxNorm,2024-05-13,,
Drug 31163,0,VNR,OVISON (1 MG/G ),21115775,RxNorm Extension,2024-05-13,,
Drug 18990,0,VNR,"AMLODIPIN ""GEA"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 21158,0,VNR,"TERBINAFIN ""HEXAL"" (250 MG )",1741402,RxNorm,2024-05-13,,
Drug 165175,0,VNR,RISOLID (10 MG ),40173809,RxNorm,2024-05-13,,
Drug 388992,0,VNR,NOVORAPID FLEX TOUCH (100 E/ML ),35159339,RxNorm Extension,2024-05-13,,
Drug 4655,0,VNR,LOMUDAL (20 MG/ML ),19115124,RxNorm,2024-05-13,,
Drug 524173,0,VNR,EVOREL (50 MIKROG./24 TIMER ),40221070,RxNorm,2024-05-13,,
Drug 17368,0,VNR,SPIRIX (50 MG ),970283,RxNorm,2024-05-13,,
Drug 496585,0,VNR,"MELATONIN ""ORIFARM"" (3 MG )",1301154,RxNorm,2024-05-13,,
Drug 28897,0,VNR,"LANSOPRAZOL ""STADA"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 25535,0,VNR,"GLIMEPIRID ""ACTAVIS"" (4 MG )",1597773,RxNorm,2024-05-13,,
Drug 97599,0,VNR,TEMESTA (1 MG ),19019113,RxNorm,2024-05-13,,
Drug 195388,0,VNR,KLIMALET (NA ),1548445,RxNorm,2024-05-13,,
Drug 537381,0,VNR,"KODIMAGNYL IKKE-STOPPENDE ""DAK"" (500+96 MG )",1112807,RxNorm,2024-05-13,,
Drug 537381,0,VNR,"KODIMAGNYL IKKE-STOPPENDE ""DAK"" (500+96 MG )",1201620,RxNorm,2024-05-13,,
Drug 537381,0,VNR,"KODIMAGNYL IKKE-STOPPENDE ""DAK"" (500+96 MG )",992956,RxNorm,2024-05-13,,
Drug 1706,0,VNR,METOCAR (100 MG ),40167202,RxNorm,2024-05-13,,
Drug 72932,0,VNR,"MOXONIDIN ""HOLSTEN"" (02 MG )",19063073,RxNorm,2024-05-13,,
Drug 43043,0,VNR,ALTERFAST (180 MG ),40223815,RxNorm,2024-05-13,,
Drug 455795,0,VNR,"ATORVASTATIN ""XIROMED"" (10 MG )",1545997,RxNorm,2024-05-13,,
Drug 571063,0,VNR,DASSELTA (5 MG ),19096758,RxNorm,2024-05-13,,
Drug 541870,0,VNR,CARDOPAX (20 MG ),19033627,RxNorm,2024-05-13,,
Drug 81626,0,VNR,ARITAVI (30 MG ),19122148,RxNorm,2024-05-13,,
Drug 446569,0,VNR,"AMOXICILLIN ""MYLAN"" (750 MG )",19061770,RxNorm,2024-05-13,,
Drug 129576,0,VNR,"FLUCONAZOL ""ACCORD"" (50 MG )",1755001,RxNorm,2024-05-13,,
Drug 52395,0,VNR,"DONEPEZIL ""STADA"" (10 MG )",40223768,RxNorm,2024-05-13,,
Drug 443788,0,VNR,RETARDIN (NA ),40243340,RxNorm,2024-05-13,,
Drug 96112,0,VNR,HERACILLIN (500 MG ),19021109,RxNorm,2024-05-13,,
Drug 551328,0,VNR,ZADITEN (025 MG/ML ),986148,RxNorm,2024-05-13,,
Drug 30937,0,VNR,"ESCITALOPRAM ""TEVA"" (20 MG )",19098166,RxNorm,2024-05-13,,
Drug 469890,0,VNR,NOBLIGAN RETARD (100 MG ),792583,RxNorm,2024-05-13,,
Drug 409565,0,VNR,CARDICOR (25 MG ),40166188,RxNorm,2024-05-13,,
Drug 7910,0,VNR,ELOCOM (01% ),40132039,RxNorm,2024-05-13,,
Drug 436022,0,VNR,DIOVAN COMP 80 MG/125 MG (80 MG+125 MG ),19023453,RxNorm,2024-05-13,,
Drug 578513,0,VNR,"LATANOPROST ""SANDOZ"" (50 MIKROGRAM/ML )",19080125,RxNorm,2024-05-13,,
Drug 199133,0,VNR,HALCION (025 MG ),704601,RxNorm,2024-05-13,,
Drug 517092,0,VNR,FURIX (250 MG ),19106431,RxNorm,2024-05-13,,
Drug 190036,0,VNR,"KLORAMFENIKOL ""SANTEN"" (10 MG/G )",40023482,RxNorm,2024-05-13,,
Drug 1196,0,VNR,VIOXX (25 MG ),19080243,RxNorm,2024-05-13,,
Drug 100503,0,VNR,"MORFIN ""DAK"" (30 MG )",40169993,RxNorm,2024-05-13,,
Drug 418108,0,VNR,"METOCLOPRAMIDE ""ORION"" (10 MG )",906891,RxNorm,2024-05-13,,
Drug 149057,0,VNR,"DONEPEZIL ""JUBILANT"" (10 MG )",40223768,RxNorm,2024-05-13,,
Drug 590845,0,VNR,"CITALOPRAM ""STADA"" (10 MG )",797632,RxNorm,2024-05-13,,
Drug 444075,0,VNR,NITROLINGUAL (04 MG/DOSIS ),19126352,RxNorm,2024-05-13,,
Drug 530337,0,VNR,ATROVENT (0125 MG/ML ),783781,RxNorm Extension,2024-05-13,,
Drug 373517,0,VNR,"VENLAFAXIN ""BLUEFISH"" (150 MG )",19103820,RxNorm,2024-05-13,,
Drug 13546,0,VNR,"SERTRALIN ""1A FARMA"" (50 MG )",739209,RxNorm,2024-05-13,,
Drug 383745,0,VNR,NA,42958980,RxNorm Extension,2024-05-13,,
Drug 162123,0,VNR,SAROTEN (25 MG ),40162717,RxNorm,2024-05-13,,
Drug 493633,0,VNR,ELIQUIS (25 MG ),43013026,RxNorm,2024-05-13,,
Drug 190751,0,VNR,CONFORTID (25 MG ),1178665,RxNorm,2024-05-13,,
Drug 86272,0,VNR,DELEPSINE (200 MG/ML ),36892728,RxNorm Extension,2024-05-13,,
Drug 167122,0,VNR,PRIMPERAN (20 MG ),19105566,RxNorm,2024-05-13,,
Drug 11257,0,VNR,PERICHOL (40 MG ),1539407,RxNorm,2024-05-13,,
Drug 5733,0,VNR,OXYNORM (20 MG ),40232729,RxNorm,2024-05-13,,
Drug 106021,0,VNR,KLACID (250 MG ),1750501,RxNorm,2024-05-13,,
Drug 496047,0,VNR,"METOCLOPRAMIDE ""ACCORD"" (10 MG )",906891,RxNorm,2024-05-13,,
Drug 467535,0,VNR,"LAMOTRIGIN ""1A FARMA"" (25 MG )",19069199,RxNorm,2024-05-13,,
Drug 505995,0,VNR,"PANTOPRAZOLE ""TEVA"" (20 MG )",948079,RxNorm,2024-05-13,,
Drug 588520,0,VNR,ULCEREX (40 MG ),19123105,RxNorm,2024-05-13,,
Drug 160283,0,VNR,STESOLID (2 MG ),19018909,RxNorm,2024-05-13,,
Drug 14820,0,VNR,"SIMVASTATIN ""STADA"" (40 MG )",1539407,RxNorm,2024-05-13,,
Drug 585150,0,VNR,EUTHYROX (100  MIKROGRAM ),40169766,RxNorm,2024-05-13,,
Drug 378870,0,VNR,SINEMET 125/50 (125+50 MG ),19062760,RxNorm,2024-05-13,,
Drug 574882,0,VNR,MYRLOSAR COMP (100+25 MG ),40184217,RxNorm,2024-05-13,,
Drug 75358,0,VNR,VERALOC (120 MG ),40171852,RxNorm,2024-05-13,,
Drug 413880,0,VNR,PROPAL (10 MG ),40163312,RxNorm,2024-05-13,,
Drug 91034,0,VNR,"VENLAFAXIN ""KRKA"" (75 MG )",19103819,RxNorm,2024-05-13,,
Drug 18233,0,VNR,"RAMIPRIL ""ORIFARM"" (25 MG )",1334461,RxNorm,2024-05-13,,
Drug 496667,0,VNR,"METHOTREXAT ""EBEWE"" (25 MG )",19007332,RxNorm,2024-05-13,,
Drug 386748,0,VNR,LEXOTAN (6 MG ),19030356,RxNorm,2024-05-13,,
Drug 38224,0,VNR,IMADRAX (500 MG ),19073188,RxNorm,2024-05-13,,
Drug 100990,0,VNR,CALCIPEN (500.000 IE ),40067083,RxNorm,2024-05-13,,
Drug 522142,0,VNR,"SIMVASTATIN ""ORIFARM"" (40 MG )",1539407,RxNorm,2024-05-13,,
Drug 165720,0,VNR,PRED-CLYSMA (025 MG/ML ),43515146,RxNorm Extension,2024-05-13,,
Drug 5525,0,VNR,"ENALAPRIL ""1A FARMA"" (10 MG )",40165762,RxNorm,2024-05-13,,
Drug 152427,0,VNR,"METFORMIN ""AUROBINDO"" (850 MG )",40164946,RxNorm,2024-05-13,,
Drug 135871,0,VNR,BISOCOR (5 MG ),40162878,RxNorm,2024-05-13,,
Drug 386777,0,VNR,OMESTAD (10 MG ),923647,RxNorm,2024-05-13,,
Drug 182086,0,VNR,HYPROSAN (32 MG/ML ),19101540,RxNorm,2024-05-13,,
Drug 100300,0,VNR,CIALIS (5 MG ),19102546,RxNorm,2024-05-13,,
Drug 509494,0,VNR,"GABAPENTIN ""UPJOHN"" (300 MG )",19077548,RxNorm,2024-05-13,,
Drug 535294,0,VNR,GYNATROL (015 + 003 MG ),19057161,RxNorm,2024-05-13,,
Drug 174615,0,VNR,"ZOPIKLON ""MYLAN"" (75 MG )",19044885,RxNorm,2024-05-13,,
Drug 417310,0,VNR,ONBREZ BREEZHALER (150 MIKROGRAM ),36887915,RxNorm Extension,2024-05-13,,
Drug 67714,0,VNR,PULMICORT TURBUHALER (200 MIKROGRAM/DOSIS ),35157438,RxNorm Extension,2024-05-13,,
Drug 14785,0,VNR,"RAMIPRIL ""HEXAL"" (25 MG )",1334461,RxNorm,2024-05-13,,
Drug 89615,0,VNR,LOCOID (01% ),40049748,RxNorm,2024-05-13,,
Drug 446349,0,VNR,"TOLTERODINTARTRAT ""TEVA"" (2 MG )",40163787,RxNorm,2024-05-13,,
Drug 21340,0,VNR,SYMBICORT FORTE TURBUHALER (9+320 MIKROG./DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 162874,0,VNR,"SIMVASTATIN ""BLUEFISH"" (10 MG )",1539463,RxNorm,2024-05-13,,
Drug 11926,0,VNR,"FELODIPIN RETARD ""1A FARMA"" (5 MG )",1353818,RxNorm,2024-05-13,,
Drug 129453,0,VNR,"RISPERIDON ""ACTAVIS"" (2 MG )",736053,RxNorm,2024-05-13,,
Drug 443200,0,VNR,"KININ ""DAK"" (100 MG )",19107949,RxNorm,2024-05-13,,
Drug 550673,0,VNR,PANODIL JUNIOR (24 MG/ML ),19063317,RxNorm,2024-05-13,,
Drug 10057,0,VNR,REMERON SMELT (45 MG ),725177,RxNorm,2024-05-13,,
Drug 425639,0,VNR,ALPROX (05 MG ),19072934,RxNorm,2024-05-13,,
Drug 14048,0,VNR,"FLECAINID ""ACTAVIS"" (100 MG )",40169046,RxNorm,2024-05-13,,
Drug 39503,0,VNR,PROPINE (1 MG/ML ),40222563,RxNorm,2024-05-13,,
Drug 20362,0,VNR,ZOCOR (10 MG ),1539463,RxNorm,2024-05-13,,
Drug 561356,0,VNR,"OLANZAPIN ""ACTAVIS"" (5 MG )",19079154,RxNorm,2024-05-13,,
Drug 85669,0,VNR,"PRAVASTATINNATRIUM ""TEVA"" (40 MG )",40175400,RxNorm,2024-05-13,,
Drug 521203,0,VNR,SIFROL (07 MG ),36065295,RxNorm Extension,2024-05-13,,
Drug 171341,0,VNR,MG,44785834,RxNorm,2024-05-13,,
Drug 422080,0,VNR,"BISOPROLOL ""MEDICAL VALLEY"" (5 MG )",40162878,RxNorm,2024-05-13,,
Drug 578276,0,VNR,"LANSOPRAZOL ""PENSA"" (15 MG )",929953,RxNorm,2024-05-13,,
Drug 3279,0,VNR,ATACAND ZID 8 MG/125 MG (8+125 MG ),43211712,RxNorm Extension,2024-05-13,,
Drug 123820,0,VNR,"RAMIPRIL/HYDROCHLORTHIAZID ""TEVA"" (5+25 MG )",974447,RxNorm,2024-05-13,,
Drug 167734,0,VNR,UNILOC (100 MG ),1314006,RxNorm,2024-05-13,,
Drug 491995,0,VNR,CLINDOXYL (10+50 MG/G ),40015664,RxNorm,2024-05-13,,
Drug 110492,0,VNR,"LEVETIRACETAM ""ACCORD"" (500 MG )",711589,RxNorm,2024-05-13,,
Drug 95839,0,VNR,"TERBUTALINSULFAT ""PARANOVA"" (05 MG/DOSIS )",43290291,RxNorm Extension,2024-05-13,,
Drug 564131,0,VNR,CODILEK DEPOT (5 MG ),40232753,RxNorm,2024-05-13,,
Drug 93496,0,VNR,ASACOL (800 MG ),968667,RxNorm,2024-05-13,,
Drug 19898,0,VNR,"GLUCOSAMIN ""JEMOPHARM"" (400 MG )",42708329,RxNorm,2024-05-13,,
Drug 34348,0,VNR,ZESTRIL (10 MG ),19080128,RxNorm,2024-05-13,,
Drug 495994,0,VNR,FORADIL (12 MIKG/DOSIS ),783956,RxNorm Extension,2024-05-13,,
Drug 549899,0,VNR,BECONASE AQUA (50 MIKG/DOSIS ),44033328,RxNorm Extension,2024-05-13,,
Drug 385146,0,VNR,ZOCOR (20 MG ),1539411,RxNorm,2024-05-13,,
Drug 30840,0,VNR,COLREFUZ (500 MIKROGRAM ),19018901,RxNorm,2024-05-13,,
Drug 167827,0,VNR,"IBUPROFEN ""ARISTO"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 123257,0,VNR,TEMESTA (1 MG ),19019113,RxNorm,2024-05-13,,
Drug 170100,0,VNR,VOLMAX (4 MG ),19072360,RxNorm,2024-05-13,,
Drug 113053,0,VNR,"ALLOPURINOL ""ORION"" (300 MG )",19018787,RxNorm,2024-05-13,,
Drug 134374,0,VNR,TAFLOTAN (15 MIKROGRAM/ML ),42708247,RxNorm,2024-05-13,,
Drug 58014,0,VNR,CHAMPIX (1 MG ),780446,RxNorm,2024-05-13,,
Drug 187850,0,VNR,"NITRAZEPAM ""DAK"" (5 MG )",19020025,RxNorm,2024-05-13,,
Drug 26886,0,VNR,"FUROSEMID ""COPYFARM"" (40 MG )",957136,RxNorm,2024-05-13,,
Drug 444472,0,VNR,"EZETIMIBE ""ACCORD"" (10 MG )",1526476,RxNorm,2024-05-13,,
Drug 480519,0,VNR,KAIRASEC (16 MG ),1351583,RxNorm,2024-05-13,,
Drug 12921,0,VNR,EVRA (203+339MIKG/24TIMER ),43178077,RxNorm Extension,2024-05-13,,
Drug 168223,0,VNR,"METHYLPHENIDATE ""MYLAN"" (54 MG )",964278,RxNorm,2024-05-13,,
Drug 17835,0,VNR,"GLUCOSAMIN ""AFLEX"" (400 MG )",42708329,RxNorm,2024-05-13,,
Drug 124123,0,VNR,"MORFIN ""DAK"" (20 MG/ML )",40169959,RxNorm,2024-05-13,,
Drug 22029,0,VNR,"TRAMADOL RETARD ""HEXAL"" (200 MG )",792582,RxNorm,2024-05-13,,
Drug 488684,0,VNR,LOSEC (40 MG ),19102190,RxNorm,2024-05-13,,
Drug 71884,0,VNR,"ESCITALOPRAM ""ACTAVIS"" (10 MG )",715940,RxNorm,2024-05-13,,
Drug 801,0,VNR,BENYLAN (28 MG/ML ),42799516,RxNorm,2024-05-13,,
Drug 420082,0,VNR,"ATORVASTATIN ""ACCORD"" (10 MG )",1545997,RxNorm,2024-05-13,,
Drug 55915,0,VNR,AERIUS (5 MG ),19096758,RxNorm,2024-05-13,,
Drug 169673,0,VNR,"LOSARTANKALIUM ""ORIFARM"" (50 MG )",40185304,RxNorm,2024-05-13,,
Drug 516958,0,VNR,"CITALOPRAM ""SANDOZ"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 193329,0,VNR,"ATORVASTATIN ""RIVOPHARM"" (20 MG )",19123592,RxNorm,2024-05-13,,
Drug 390070,0,VNR,LAMISIL (1% ),40102767,RxNorm,2024-05-13,,
Drug 389395,0,VNR,VOLTAREN OPHTHA (1 MG/ML ),40162320,RxNorm,2024-05-13,,
Drug 485813,0,VNR,SEMPREX (8 MG ),1140124,RxNorm,2024-05-13,,
Drug 177741,0,VNR,KENALOG COMP. MED MYCOSTATIN (NA ),21072254,RxNorm Extension,2024-05-13,,
Drug 552,0,VNR,MG,43712606,RxNorm Extension,2024-05-13,,
Drug 67108,0,VNR,CARDIL (30 MG ),35133573,RxNorm Extension,2024-05-13,,
Drug 416469,0,VNR,"PREDNISOLON ""EQL PHARMA"" (25 MG )",1550572,RxNorm,2024-05-13,,
Drug 384925,0,VNR,PLENDIL (10 MG ),19125704,RxNorm,2024-05-13,,
Drug 58843,0,VNR,"TERBUTALINSULFAT ""PARANOVA"" (05 MG/DOSIS )",43290291,RxNorm Extension,2024-05-13,,
Drug 15419,0,VNR,VIVELLE DOT (25 MIKROG./24 TIMER ),40221070,RxNorm,2024-05-13,,
Drug 419242,0,VNR,ETALPHA (025 MIKROGRAM ),19060004,RxNorm,2024-05-13,,
Drug 179012,0,VNR,"COLESTYRAMIN ""ORIFARM"" (4 G )",36249629,RxNorm,2024-05-13,,
Drug 152926,0,VNR,ATROVENT (20 MIKG/DOSIS ),40727762,RxNorm Extension,2024-05-13,,
Drug 179572,0,VNR,MEVACOR (20 MG ),19019116,RxNorm,2024-05-13,,
Drug 128694,0,VNR,SEREPAX (10 MG ),724855,RxNorm,2024-05-13,,
Drug 28209,0,VNR,DOGMATIL (200 MG ),19136627,RxNorm,2024-05-13,,
Drug 149772,0,VNR,"FLUCONAZOL ""HEXAL"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 17145,0,VNR,CARDIZEM RETARD (180 MG ),19133634,RxNorm,2024-05-13,,
Drug 503870,0,VNR,CELESTONVALERAT MED CHINOFORM (1 + 10 MG/G ),40018129,RxNorm,2024-05-13,,
Drug 87601,0,VNR,MINDIAB (5 MG ),19077638,RxNorm,2024-05-13,,
Drug 126722,0,VNR,VALAXONA (2 MG ),19018909,RxNorm,2024-05-13,,
Drug 75333,0,VNR,VERALOC (80 MG ),40171917,RxNorm,2024-05-13,,
Drug 8647,0,VNR,"CETIRIZIN ""ACTAVIS"" (10 MG )",40228214,RxNorm,2024-05-13,,
Drug 513309,0,VNR,XYLOCAIN (5% ),40000239,RxNorm,2024-05-13,,
Drug 103192,0,VNR,CALCIPEN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 166853,0,VNR,"IBUPROFEN ""ORIFARM"" (200 MG )",19078461,RxNorm,2024-05-13,,
Drug 500512,0,VNR,SYNALAR (0025% ),40057650,RxNorm,2024-05-13,,
Drug 451997,0,VNR,CIPRAMIL (30 MG ),44084623,RxNorm Extension,2024-05-13,,
Drug 80141,0,VNR,"SILDENAFIL ""TEVA"" (100 MG )",1316269,RxNorm,2024-05-13,,
Drug 164153,0,VNR,"PREDNISOLON ""EQL PHARMA"" (5 MG )",1550560,RxNorm,2024-05-13,,
Drug 578818,0,VNR,EPIPEN (03 MG/DOSIS ),40038600,RxNorm,2024-05-13,,
Drug 532050,0,VNR,"OLANZAPIN ""ACTAVIS"" (25 MG )",19022782,RxNorm,2024-05-13,,
Drug 108308,0,VNR,ADALAT (10 MG ),1318914,RxNorm,2024-05-13,,
Drug 20159,0,VNR,"SERTRALIN ""HEXAL"" (50 MG )",739209,RxNorm,2024-05-13,,
Drug 457170,0,VNR,OXYLAN DEPOT (10 MG ),1718702,RxNorm,2024-05-13,,
Drug 418095,0,VNR,IU,35602717,RxNorm,2024-05-13,,
Drug 418095,0,VNR,IU,19091621,RxNorm,2024-05-13,,
Drug 373439,0,VNR,BUFOMIX EASYHALER (45+160 MIKROG/DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 396841,0,VNR,"OMEPRAZOL ""MEDICAL VALLEY"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 5390,0,VNR,ATROVENT (20 MIKROGRAM/DOSIS ),44168810,RxNorm Extension,2024-05-13,,
Drug 41169,0,VNR,ASASANTIN RETARD (200 + 25 MG ),1718409,RxNorm,2024-05-13,,
Drug 593038,0,VNR,OPATANOL (1 MG/ML ),40240035,RxNorm,2024-05-13,,
Drug 107089,0,VNR,"MEMANTINE ""RATIOPHARM"" (10 MG )",40222834,RxNorm,2024-05-13,,
Drug 8631,0,VNR,BETNOVAT MED CHINOFORM (1 + 30 MG/G ),40018130,RxNorm,2024-05-13,,
Drug 17418,0,VNR,MARVELON (NA ),40026728,RxNorm,2024-05-13,,
Drug 2265,0,VNR,DAIVONEX (50 MIKROGRAM/G ),40094148,RxNorm,2024-05-13,,
Drug 87388,0,VNR,COVERSYL COMP NOVUM (5+125 MG ),21070867,RxNorm Extension,2024-05-13,,
Drug 132464,0,VNR,SOMADRIL (350 MG ),749932,RxNorm,2024-05-13,,
Drug 155648,0,VNR,SPORANOX (100 MG ),19078728,RxNorm,2024-05-13,,
Drug 382387,0,VNR,"SIMVASTATIN ""STADA"" (10 MG )",1539463,RxNorm,2024-05-13,,
Drug 19753,0,VNR,"BUSPIRON ""ACTAVIS"" (10 MG )",40167431,RxNorm,2024-05-13,,
Drug 150036,0,VNR,"CARBIDOPA/LEVODOPA ""FAIR-MED"" (25+100 MG )",789581,RxNorm,2024-05-13,,
Drug 15718,0,VNR,STALEVO (100+25+200 MG ),19102489,RxNorm,2024-05-13,,
Drug 480897,0,VNR,EVISTA (60 MG ),44814412,RxNorm,2024-05-13,,
Drug 23201,0,VNR,"LAMOTRIGIN ""STADA"" (100 MG )",19003128,RxNorm,2024-05-13,,
Drug 49033,0,VNR,CARDIL (120 MG ),1328555,RxNorm,2024-05-13,,
Drug 198747,0,VNR,IMIGRAN (20 MG ),44071017,RxNorm Extension,2024-05-13,,
Drug 81870,0,VNR,"CITALOPRAM ""SANDOZ"" (40 MG )",19075394,RxNorm,2024-05-13,,
Drug 53280,0,VNR,IUM,1356056,RxNorm,2024-05-13,,
Drug 85845,0,VNR,ABBOTICIN (100 MG/ML ),1747241,RxNorm,2024-05-13,,
Drug 527614,0,VNR,"SPIRONOLACTONE ""ORION"" (25 MG )",19079658,RxNorm,2024-05-13,,
Drug 529806,0,VNR,BETNOVATE (1 MG/G ),40019108,RxNorm,2024-05-13,,
Drug 147653,0,VNR,SYMBICORT FORTE TURBUHALER (9+320 MIKROG./DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 1788,0,VNR,MYCOSTATIN (100.000 IE/ML ),40068148,RxNorm,2024-05-13,,
Drug 28971,0,VNR,"PROPRANOLOL RETARD ""2CARE4"" (80 MG )",40163356,RxNorm,2024-05-13,,
Drug 36563,0,VNR,"LACTULOSE ""ORIFARM"" (667 MG/ML )",987250,RxNorm,2024-05-13,,
Drug 425379,0,VNR,"RAMIPRIL ""KRKA"" (125 MG )",19102169,RxNorm,2024-05-13,,
Drug 554406,0,VNR,"METFORMIN ""TEVA"" (1000 MG )",40164897,RxNorm,2024-05-13,,
Drug 581417,0,VNR,TAPTIQOM (15 MIKG/ML+5 MG/ML ),21022885,RxNorm Extension,2024-05-13,,
Drug 30627,0,VNR,LEPONEX (100 MG ),800881,RxNorm,2024-05-13,,
Drug 23243,0,VNR,IUM,40052393,RxNorm,2024-05-13,,
Drug 450688,0,VNR,PONDOCILLIN (700 MG ),41240432,RxNorm Extension,2024-05-13,,
Drug 562835,0,VNR,ZOCOR (20 MG ),1539411,RxNorm,2024-05-13,,
Drug 151037,0,VNR,MARBODIN (20 MG ),40222850,RxNorm,2024-05-13,,
Drug 176065,0,VNR,ANAFRANIL (25 MG ),40163065,RxNorm,2024-05-13,,
Drug 488791,0,VNR,NEOTIGASON (25 MG ),19022171,RxNorm,2024-05-13,,
Drug 406273,0,VNR,ALNODINE (180 MG ),40223815,RxNorm,2024-05-13,,
