sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:orig,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
KNHH52,Open excision of intra-articular osteophyte,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4106745,Open excision of intra-articular osteophyte,Procedure,MAPS_TO,,<auto>,1729843759908,
KNFK49,Epiphysiodesis of femur,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932773306,40486542,Epiphysiodesis of femur,Procedure,MAPS_TO,,<auto>,1729843759931,
KFNG02A,Percutaneous transluminal coronary angioplasty,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932535840,4006788,Percutaneous transluminal coronary angioplasty,Procedure,MAPS_TO,,<auto>,1729843760277,
KQDH20,Repair of nail bed,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4233480,Repair of nail bed,Procedure,MAPS_TO,,<auto>,1729843760331,
KNCJ45,Internal fixation of bone of radius,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932704504,4071089,Internal fixation of bone of radius,Procedure,MAPS_TO,,<auto>,1729843760517,
KNFK59,Osteotomy of femur,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932773306,4189583,Osteotomy of femur,Procedure,MAPS_TO,,<auto>,1729843760526,
KPBL20,Creation of upper limb arteriovenous fistula,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4234811,Creation of upper limb arteriovenous fistula,Procedure,MAPS_TO,,<auto>,1729843760816,
KNGK19,Partial excision of bone of lower limb,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4199953,Partial excision of bone of lower limb,Procedure,MAPS_TO,,<auto>,1729843760909,
KUKA05,Ureteroscopy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4301429,Ureteroscopy,Procedure,MAPS_TO,,<auto>,1729843761184,
KNFB02,Insertion of Austin-Moore prosthesis,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932753492,4144418,Insertion of Austin-Moore prosthesis,Procedure,MAPS_TO,,<auto>,1729843761233,
KNHQ17,Amputation of toe,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4159766,Amputation of toe,Procedure,MAPS_TO,,<auto>,1729843761458,
KNGF01,Arthroscopic synovectomy knee joint,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4076188,Arthroscopic synovectomy knee joint,Procedure,MAPS_TO,,<auto>,1729843761460,
KNBL39,Upper limb incision,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932694023,4177095,Upper limb incision,Procedure,MAPS_TO,,<auto>,1729843761492,
KNHU49B,Removal of internal fixation device from phalanges of foot,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4302583,Removal of internal fixation device from phalanges of foot,Procedure,MAPS_TO,,<auto>,1729843761757,
KNHT49,Surgical repair of lower extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4091623,Surgical repair of lower extremity,Procedure,MAPS_TO,,<auto>,1729843761925,
KTHA30,Puncture aspiration of cyst of breast,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,2102658,Puncture aspiration of cyst of breast,Procedure,MAPS_TO,,<auto>,1729843762125,
KPHD12,Harvesting of short saphenous vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4226809,Harvesting of short saphenous vein,Procedure,MAPS_TO,,<auto>,1729843762138,
KNDM39,Excision of ganglion cyst of wrist,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932738643,4072024,Excision of ganglion cyst of wrist,Procedure,MAPS_TO,,<auto>,1729843762255,
KNFU49,Removal of internal fixation device of femur,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932773306,4141907,Removal of internal fixation device of femur,Procedure,MAPS_TO,,<auto>,1729843762304,
KJKA16,Percutaneous cholecystostomy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932520143,4067681,Percutaneous cholecystostomy,Procedure,MAPS_TO,,<auto>,1729843762726,
KNHR19,Radical resection of tumor of soft tissue of ankle area,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4006999,Radical resection of tumor of soft tissue of ankle area,Procedure,MAPS_TO,,<auto>,1729843763051,
KTHA40,Drainage of breast abscess,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4129199,Drainage of breast abscess,Procedure,MAPS_TO,,<auto>,1729843763066,
KNBJ51,Intramedullary nailing of humerus,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932702924,4164794,Intramedullary nailing of humerus,Procedure,MAPS_TO,,<auto>,1729843763134,
KNEA30,Biopsy of bone of pelvis,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932588106,40486103,Biopsy of bone of pelvis,Procedure,MAPS_TO,,<auto>,1729843763237,
KNDJ43,Internal fixation of phalangeal bone of finger without fracture reduction,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932728537,44783132,Internal fixation of phalangeal bone of finger without fracture reduction,Procedure,MAPS_TO,,<auto>,1729843763262,
KNHG46,Arthrodesis of first metatarsophalangeal joint,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4076886,Arthrodesis of first metatarsophalangeal joint,Procedure,MAPS_TO,,<auto>,1729843763329,
KYQM00,Transplantation of tissue of lower leg,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932889977,42709787,Transplantation of tissue of lower leg,Procedure,MAPS_TO,,<auto>,1729843763361,
KNGB14,Primary hybrid prosthetic replacement of knee joint using cement,-1,,Andreas_unique,0.93,APPROVED,EQUIVALENT,SBRU,1729846473915,44793176,Hybrid prosthetic replacement of knee joint using cement,Procedure,MAPS_TO,,<auto>,1729843763768,
KEFK00A,Implantation of tooth,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932491000,2001129,Implantation of tooth,Procedure,MAPS_TO,,<auto>,1729843763825,
KLCA31,Frozen embryo transfer,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932663811,4032737,Frozen embryo transfer,Procedure,MAPS_TO,,<auto>,1729843763853,
KKCV05,Injection of therapeutic substance into bladder wall,-1,,Andreas_unique,0.83,APPROVED,WIDER,SBRU,1729845258415,37158187,Injection of substance into urinary bladder wall,Procedure,MAPS_TO,,<auto>,1729843764052,
KNHQ14,Amputation through metatarsal bones,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4143797,Amputation through metatarsal bones,Procedure,MAPS_TO,,<auto>,1729843764222,
KNFF11,Arthroscopy of hip with synovectomy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932761128,4233308,Arthroscopy of hip with synovectomy,Procedure,MAPS_TO,,<auto>,1729843765169,
KHWE00,Reoperation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732192043941,4041249,Revision,Procedure,MAPS_TO,The DK source was revision of operation in breast,SBRU,1732192038667,
KPDQ30,Insertion of iliac artery stent,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4306749,Insertion of iliac artery stent,Procedure,MAPS_TO,,<auto>,1729843765941,
KNDM39A,Excision of ganglion cyst of wrist,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932578450,4072024,Excision of ganglion cyst of wrist,Procedure,MAPS_TO,,<auto>,1729843766054,
KPHD10E,Ultrasound guided foam sclerotherapy for varicose vein of leg,-1,,Andreas_unique,0.91,APPROVED,WIDER,SBRU,1729849882180,4138707,Destructive procedure of vein,Procedure,MAPS_TO,,SBRU,1729849856274,
KNBB30,Prosthetic hybrid total shoulder replacement,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932550981,4076608,Prosthetic hybrid total shoulder replacement,Procedure,MAPS_TO,,<auto>,1729843766635,
KYQF10,Cheek operation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932889977,4122590,Cheek operation,Procedure,MAPS_TO,,<auto>,1729843766724,
KUGC15,Fiberoptic bronchoscopy and biopsy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4070877,Fiberoptic bronchoscopy and biopsy,Procedure,MAPS_TO,,<auto>,1729843766744,
KPHD10,Harvesting of long saphenous vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4234804,Harvesting of long saphenous vein,Procedure,MAPS_TO,,<auto>,1729843766981,
KNFC21,Conversion to uncemented total hip replacement,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932753492,4079260,Conversion to uncemented total hip replacement,Procedure,MAPS_TO,,<auto>,1729843767028,
KNCM79,Incision of bursa,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932713145,4046825,Incision of bursa,Procedure,MAPS_TO,,<auto>,1729843767052,
KNGR19,"Excision, tumor, soft tissue of thigh or knee area, subfascial (eg, intramuscular), 5 cm or greater",-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,40757080,"Excision, tumor, soft tissue of thigh or knee area, subfascial (eg, intramuscular), 5 cm or greater",Procedure,MAPS_TO,,<auto>,1729843767211,
KNAG73,Fusion of thoracolumbar region of spine with internal fixation by posterior approach,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932675817,40486196,Fusion of thoracolumbar region of spine with internal fixation by posterior approach,Procedure,MAPS_TO,,<auto>,1729843767222,
KTJD32,Endoscopic biopsy of stomach,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4004241,Endoscopic biopsy of stomach,Procedure,MAPS_TO,,<auto>,1729843767355,
KTNH45,Surgical procedure on lower extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4030028,Surgical procedure on lower extremity,Procedure,MAPS_TO,,<auto>,1729843767374,
KUJD05,Endoscopic biopsy of stomach,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4004241,Endoscopic biopsy of stomach,Procedure,MAPS_TO,,<auto>,1729843767574,
KFNG02,Percutaneous transluminal coronary angioplasty,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932495262,4006788,Percutaneous transluminal coronary angioplasty,Procedure,MAPS_TO,,<auto>,1729843767638,
KKBV05,Insertion of stent into ureter,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932544707,4181450,Insertion of stent into ureter,Procedure,MAPS_TO,,<auto>,1729843767686,
KPHB14,Ligation of perforating varicose vein of leg,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4146253,Ligation of perforating varicose vein of leg,Procedure,MAPS_TO,,<auto>,1729843767704,
KNDM09B,Fasciotomy hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932576352,4072019,Fasciotomy hand,Procedure,MAPS_TO,,<auto>,1729843767718,
KFWE00,Reoperation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732191764519,4313140,Revision of heart procedure,Procedure,MAPS_TO,,SBRU,1732191762880,
KULD05,Colposcopy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4189586,Colposcopy,Procedure,MAPS_TO,,<auto>,1729843768013,
KFNA00,Single internal mammary-coronary artery bypass,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932503934,4233420,Single internal mammary-coronary artery bypass,Procedure,MAPS_TO,,<auto>,1729843768162,
KNDL41A,Suture of extensor tendon of hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932728537,37017256,Suture of extensor tendon of hand,Procedure,MAPS_TO,,<auto>,1729843768168,
KNBJ61,Internal fixation of bone of humerus,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932555480,4063802,Internal fixation of bone of humerus,Procedure,MAPS_TO,,<auto>,1729843768207,
KNBB12,Partial shoulder replacement,-1,,Andreas_unique,0.87,APPROVED,WIDER,SBRU,1729845454513,4205526,Prosthetic arthroplasty of shoulder,Procedure,MAPS_TO,,<auto>,1729843768228,
KMAH15,Maneuvers for delivery in shoulder dystocia,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932379868,4033953,Maneuvers for delivery in shoulder dystocia,Procedure,MAPS_TO,,<auto>,1729843768357,
KNDG12,Interposition arthroplasty of carpometacarpal joint,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932720320,4242756,Interposition arthroplasty of carpometacarpal joint,Procedure,MAPS_TO,,<auto>,1729843768543,
KPHD10C,Percutaneous transluminal laser ablation of long saphenous vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4325852,Percutaneous transluminal laser ablation of long saphenous vein,Procedure,MAPS_TO,,<auto>,1729843768611,
KJKA30,Percutaneous transhepatic insertion of biliary drain,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932657957,4201632,Percutaneous transhepatic insertion of biliary drain,Procedure,MAPS_TO,,<auto>,1729843768815,
KNGK29,Operative procedure on bone of lower extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4187965,Operative procedure on bone of lower extremity,Procedure,MAPS_TO,,<auto>,1729843768938,
KLCA311,Frozen embryo transfer,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732011799305,4032737,Frozen embryo transfer,Procedure,MAPS_TO,,<auto>,1729843769086,
KNCJ65,Reduction of fracture of radius with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932713145,4197436,Reduction of fracture of radius with internal fixation,Procedure,MAPS_TO,,<auto>,1729843769320,
KNCJ27,"Application of external fixator device, radius and ulna",-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932563565,2005217,"Application of external fixator device, radius and ulna",Procedure,MAPS_TO,,<auto>,1729843770657,
KNGJ22,External fixation of tibia,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,40490980,External fixation of tibia,Procedure,MAPS_TO,,<auto>,1729843770708,
KTND45,Operative procedure on upper extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4029549,Operative procedure on upper extremity,Procedure,MAPS_TO,,<auto>,1729843770724,
KNCJ47,Internal fixation of radius and ulna without fracture reduction,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932564836,4067661,Internal fixation of radius and ulna without fracture reduction,Procedure,MAPS_TO,,<auto>,1729843770727,
KUEN02,Endoscopy of pharynx,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4194260,Endoscopy of pharynx,Procedure,MAPS_TO,,<auto>,1729843770805,
KNGF91,Arthroscopic synovectomy knee joint,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,4076188,Arthroscopic synovectomy knee joint,Procedure,MAPS_TO,,<auto>,1729843770807,
KPDQ10,Repair of infrarenal abdominal aortic aneurysm with insertion of endovascular stent,-1,,Andreas_unique,0.82,APPROVED,WIDER,SBRU,1729845210370,4051039,Insertion of arterial stent,Procedure,MAPS_TO,,SBRU,1729845186347,
KNHG41,Subtalar arthrodesis,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4320701,Subtalar arthrodesis,Procedure,MAPS_TO,,<auto>,1729843771348,
KLCA31,Frozen embryo transfer,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932379868,4032737,Frozen embryo transfer,Procedure,MAPS_TO,,<auto>,1729843771381,
KTNB00,Procedure on upper extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4043025,Procedure on upper extremity,Procedure,MAPS_TO,,<auto>,1729843771480,
KNDM19,Excision of palmar fascia,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932728537,4088173,Excision of palmar fascia,Procedure,MAPS_TO,,<auto>,1729843771582,
KNHK57,Osteotomy of metatarsal,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4224640,Osteotomy of metatarsal,Procedure,MAPS_TO,,<auto>,1729843771710,
KULD02,Colposcopy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4189586,Colposcopy,Procedure,MAPS_TO,,<auto>,1729843771719,
KNDL41,Repair of extensor tendon of hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932572954,46273292,Repair of extensor tendon of hand,Procedure,MAPS_TO,,<auto>,1729843771849,
KNCJ25,External fixation of radius,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932713145,40493425,External fixation of radius,Procedure,MAPS_TO,,<auto>,1729843772105,
KUDQ05,Direct laryngoscopy with biopsy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932871573,4173589,Direct laryngoscopy with biopsy,Procedure,MAPS_TO,,<auto>,1729843772252,
KNDL50,Tenolysis of flexor tendon of wrist,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932574382,4070762,Tenolysis of flexor tendon of wrist,Procedure,MAPS_TO,,<auto>,1729843772358,
KTMD00,Episiotomy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732191135622,4311671,Episiotomy,Procedure,MAPS_TO,,SBRU,1732191132853,
KNGJ61,Open reduction of fracture of proximal tibia with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,40485420,Open reduction of fracture of proximal tibia with internal fixation,Procedure,MAPS_TO,,<auto>,1729843772932,
KNCJ05,Closed reduction of fracture of radius,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932703512,4338818,Closed reduction of fracture of radius,Procedure,MAPS_TO,,<auto>,1729843773020,
KTNC45,Operative procedure on upper extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4029549,Operative procedure on upper extremity,Procedure,MAPS_TO,,<auto>,1729843773067,
KNHL39,Operative procedure on ankle AND/OR foot,-1,,Andreas_unique,0.75,APPROVED,NARROWER,SBRU,1729844197878,4180256,Operative procedure on ankle,Procedure,MAPS_TO,,<auto>,1729843773336,
KULC15,Hysteroscopy with biopsy,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932882932,4186308,Hysteroscopy with biopsy,Procedure,MAPS_TO,,<auto>,1729843773345,
KPHD10D,Fluoroscopy guided percutaneous radiofrequency ablation of long saphenous vein with contrast,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4160268,Fluoroscopy guided percutaneous radiofrequency ablation of long saphenous vein with contrast,Procedure,MAPS_TO,,<auto>,1729843773513,
KPFP10,Percutaneous angioplasty of popliteal artery,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4020953,Percutaneous angioplasty of popliteal artery,Procedure,MAPS_TO,,<auto>,1729843773603,
KNHJ70,,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1732191592761,4259544,Open reduction of bimalleolar fracture of lateral and medial malleoli with internal fixation,Procedure,MAPS_TO,,SBRU,1732191590889,
KPEH30,Femorodistal bypass,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932838951,4052256,Femorodistal bypass,Procedure,MAPS_TO,,<auto>,1729843773774,
KPHD11A,Phlebectomy of lower limb vein,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932851993,4261351,Phlebectomy of lower limb vein,Procedure,MAPS_TO,,<auto>,1729843774012,
KNGJ71,Open reduction of fracture of proximal tibia with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932801278,40485420,Open reduction of fracture of proximal tibia with internal fixation,Procedure,MAPS_TO,,<auto>,1729843774280,
KFNG05,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932505134,4181025,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,Procedure,MAPS_TO,,<auto>,1729843774407,
KDCB20,Excision of middle ear structure,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932489889,4286496,Excision of middle ear structure,Procedure,MAPS_TO,,<auto>,1729843774537,
KNFJ81,Reduction of fracture of femur with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932773306,4157076,Reduction of fracture of femur with internal fixation,Procedure,MAPS_TO,,<auto>,1729843774584,
KTKK00,Core needle biopsy of retroperitoneal mass,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4311418,Core needle biopsy of retroperitoneal mass,Procedure,MAPS_TO,,<auto>,1729843774843,
KPBU83,Repair of arteriovenous fistula,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932827790,4296871,Repair of arteriovenous fistula,Procedure,MAPS_TO,,<auto>,1729843774878,
KNAG44,Fusion of joint of lumbar spine with internal fixation by anterior approach,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932379868,40487174,Fusion of joint of lumbar spine with internal fixation by anterior approach,Procedure,MAPS_TO,,<auto>,1729843774964,
KNDE22,Operative procedure on wrist and hand,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932720320,4180247,Operative procedure on wrist and hand,Procedure,MAPS_TO,,<auto>,1729843774995,
KAAL11,Removal of thrombus from intracranial artery,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1730987215556,4069779,Removal of thrombus from intracranial artery,Procedure,MAPS_TO,,<auto>,1729843775283,
KTNF00,Procedure on lower extremity,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932866453,4042650,Procedure on lower extremity,Procedure,MAPS_TO,,<auto>,1729843775471,
KNFJ61,Reduction of fracture of femur with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932761128,4157076,Reduction of fracture of femur with internal fixation,Procedure,MAPS_TO,,<auto>,1729843775687,
KNDN09,Autograft of bone,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932738643,4020472,Autograft of bone,Procedure,MAPS_TO,,<auto>,1729843775708,
KNHK58,Osteotomy of phalanges of foot,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4285295,Osteotomy of phalanges of foot,Procedure,MAPS_TO,,<auto>,1729843775900,
KNHJ71,Open reduction of fracture of medial malleolus with internal fixation,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932817441,4258134,Open reduction of fracture of medial malleolus with internal fixation,Procedure,MAPS_TO,,<auto>,1729843775938,
KNGU49,Removal of internal fixation device of tibia,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932809202,4189009,Removal of internal fixation device of tibia,Procedure,MAPS_TO,,<auto>,1729843776128,
KNFN19,Bone graft,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932773306,4214028,Bone graft,Procedure,MAPS_TO,,<auto>,1729843776176,
KNHE49,Operative procedure on ankle AND/OR foot,-1,,Andreas_unique,0.75,APPROVED,WIDER,SBRU,1729844223015,4180256,Operative procedure on ankle,Procedure,MAPS_TO,,<auto>,1729843776219,
KNBG09,Excision arthroplasty of shoulder,-1,,Andreas_unique,1.0,APPROVED,EQUAL,SBRU,1731932666909,4034666,Excision arthroplasty of shoulder,Procedure,MAPS_TO,,<auto>,1729843776708,
